1	01030000000100000004000000DDFCABCC74BB544056C9E447BD9744400000AF4DB80D55400000BED2EA163F4029E3DB90E39B5440DC1F0C61E1444240DDFCABCC74BB544056C9E447BD974440
2	0105000000040000000102000000030000000000CA56CA9931400000FCB2D741334000003A8F8B513C400000104635FB3640B600476F20534040E42BA5EDA5C54240010200000002000000000001A296C74940000085EC0C12484078F030A2FDA75440FD2239AB31ED4A40010200000002000000000086F364F641400000AC3F2739364049FFA179C02A4F40C73D809ED0E243400102000000020000000000D6B868C5454000000726414E4240279A0D0E9D144240EEF423F18B904740
3	010400000003000000010100000000806D95ACC555400000D6EA52324C4001010000000000DD6A036C4B40000025670023594001010000000000C568DDFB44400000345AABB43440
4	010100000000009C8CDCF543400080C6B439685740
5	0102000000020000000000A033D9F00E4000001B874E9E40400000C9CA4C6543400000188EB14D5640
6	010500000006000000010200000003000000000000E904D9EE3F00006873503C16400000CA77DB3145400000C0ECDCDFFE3F89D615C05D444C40AE0EFB5FE5DA264001020000000200000000001A81B46F31400000B1D8D4914F4080D0A3426A873B4054C44D201DB950400102000000020000000000F48BA64742400000074A127E414003DC9F7ACB7B4240DE4DF75EB83C434001020000000200000003DC9F7ACB7B4240DE4DF75EB83C434005104256B31E4340B6646A651CB048400102000000020000000000C8D662A92C40000033D986FD4E4003DC9F7ACB7B4240DE4DF75EB83C434001020000000200000003DC9F7ACB7B4240DE4DF75EB83C43408B5A8326FB0D4A40E5012B2716C03640
7	010500000002000000010200000002000000008003C240BA50400000B0066DBC0040E870ECDEF448524037CB001B36693340010200000003000000000060AE5B49F23F0000C0B7B1184C400000890914A0474000001CA08FA43440BA17A002C9724C400A2EE5097BD34A40
8	01050000002E0000000102000000030000003C6742C9E6DA43401048151753F75340000010F16AC639400080DF6DFE7058400000C409ECAB284000000E6C0F8554400102000000020000003C6742C9E6DA43401048151753F7534000003328EC36464000801F7C18A55640010200000002000000008090BA8E7458400000C02BDA95034011B5576B150D584056ED906FE051184001020000000200000011B5576B150D584056ED906FE0511840946ECDD871BC5740BEEF602D0FD22140010200000002000000946ECDD871BC5740BEEF602D0FD2214026DF93758A1A574037434EBC8C2F2D4001020000000200000026DF93758A1A574037434EBC8C2F2D40CEC2FCE0CFD5554062806BB18AFD3940010200000003000000CEC2FCE0CFD5554062806BB18AFD3940008077A150955840000030F06FF3244026DF93758A1A574037434EBC8C2F2D40010200000003000000CEC2FCE0CFD5554062806BB18AFD39400080232DF0185340000076FA874B4940C58F5049517D4A4068D89D7D1AD852400102000000020000000000E2BA2EC537400080F0133D0E5240D96693ABAB624240B97B6C622C4C5240010200000002000000D96693ABAB624240B97B6C622C4C5240F51190BAE63A464075D0361CCE705240010200000003000000F51190BAE63A464075D0361CCE70524000008C125E854A400080D444B0995240CEC2FCE0CFD5554062806BB18AFD394001020000000200000026DF93758A1A574037434EBC8C2F2D408A62E4BF24125640B6008ED08A7731400102000000020000008A62E4BF24125640B6008ED08A7731400D0277DB053153403C8FDF0BCF7A39400102000000030000000D0277DB053153403C8FDF0BCF7A39400000945FE9264C400000ADD68ADB4340722566FDB9B23D40D8BDE586AD904C40010200000002000000722566FDB9B23D40D8BDE586AD904C40D834D9DA3BD43B40CA0E4067472D4D40010200000003000000D834D9DA3BD43B40CA0E4067472D4D40000060DFEE931B400000668BA0035240DD2EB578229025407A0CA0F416764B40010200000002000000DD2EB578229025407A0CA0F416764B40A0D830DEC2712B406D24B2C4E3FA4440010200000002000000A0D830DEC2712B406D24B2C4E3FA4440BE6233DD7CCD2C4021606FF7B17B434001020000000200000000007BC4A5374A400000F5D82FA74F402923CBD79C783E401E7842B558714D400102000000020000002923CBD79C783E401E7842B558714D40D834D9DA3BD43B40CA0E4067472D4D40010200000002000000D834D9DA3BD43B40CA0E4067472D4D40DD2EB578229025407A0CA0F416764B40010200000003000000DD2EB578229025407A0CA0F416764B40000038ED9D321440000055856AE24A40A0D830DEC2712B406D24B2C4E3FA4440010200000002000000A0D830DEC2712B406D24B2C4E3FA44407AEB96B46C88334029BAA1182C0641400102000000030000007AEB96B46C88334029BAA1182C064140000082134CEF3A400000D8DC4AF837404787CE3B3DF03440E3C1396CAF9E42400102000000030000004787CE3B3DF03440E3C1396CAF9E42400000340DB1172B40000003849DCC4A40E1A4BD4F529939403505C53A3EE94740010200000002000000E1A4BD4F529939403505C53A3EE94740F526E78C4A823F40DDC815B9B07E4640010200000002000000F526E78C4A823F40DDC815B9B07E46400000B576CA6C5040000012227B9A3C400102000000020000000000BABCF13A33400000E8EE5F914A403C034EFB48F8394038529B2E0F5548400102000000020000003C034EFB48F8394038529B2E0F554840F526E78C4A823F40DDC815B9B07E4640010200000002000000F526E78C4A823F40DDC815B9B07E46409805E4EEB7E64340FE0B031C6BBE43400102000000020000000000CE64EB123C4000004F0EDB7B494000006AC8626F454000002991EEA64740010200000002000000000074F3C0E8484000007AEED42F4A400D0277DB053153403C8FDF0BCF7A39400102000000020000000D0277DB053153403C8FDF0BCF7A394011B5576B150D584056ED906FE051184001020000000300000011B5576B150D584056ED906FE0511840000068CCAD1B5940000000C0E0C3FD3F946ECDD871BC5740BEEF602D0FD22140010200000002000000946ECDD871BC5740BEEF602D0FD221408A62E4BF24125640B6008ED08A7731400102000000020000008A62E4BF24125640B6008ED08A773140F51190BAE63A464075D0361CCE705240010200000002000000F51190BAE63A464075D0361CCE7052403C6742C9E6DA43401048151753F75340010200000002000000000074B6483D33400000D9A4DCB040407AEB96B46C88334029BAA1182C0641400102000000020000007AEB96B46C88334029BAA1182C0641404787CE3B3DF03440E3C1396CAF9E42400102000000020000004787CE3B3DF03440E3C1396CAF9E4240E1A4BD4F529939403505C53A3EE94740010200000002000000E1A4BD4F529939403505C53A3EE947403C034EFB48F8394038529B2E0F5548400102000000020000003C034EFB48F8394038529B2E0F554840722566FDB9B23D40D8BDE586AD904C40010200000002000000722566FDB9B23D40D8BDE586AD904C402923CBD79C783E401E7842B558714D400102000000020000002923CBD79C783E401E7842B558714D40D96693ABAB624240B97B6C622C4C5240010200000002000000D96693ABAB624240B97B6C622C4C52403C6742C9E6DA43401048151753F753400102000000020000000080F014892D59400080DFA9C3B452400000F5A742A156400080197AB23F5640
9	010300000001000000040000000000F7AD4BCF54400000C973F3BD51400000B0747DCD3B40000026E220603840FFEFAF1D088046400AAA79DEFDAD47400000F7AD4BCF54400000C973F3BD5140
10	010600000009000000010300000001000000040000008DEA2B8CA50650403C8F8481993A4240000071FA8BAF51400000E053CC1E1B40D91F4FD230FF45404233BED7E64137408DEA2B8CA50650403C8F8481993A424001030000000100000004000000D91F4FD230FF45404233BED7E641374000001075DCBE2E4000006840E0E11140F56B9DDF3A3A2D40CD14CDBF79AD4440D91F4FD230FF45404233BED7E641374001030000000100000007000000F56B9DDF3A3A2D40CD14CDBF79AD44400000A070CD97214000004BFD25784640E127C57F7F8D2C40DC773AB6E3DF4C4075B3620290932C4072C2843837964C400000EC5950EA23400000689CD2534740E7EEBE593EDE2C40F79C9C42F60A4940F56B9DDF3A3A2D40CD14CDBF79AD444001030000000100000004000000E127C57F7F8D2C40DC773AB6E3DF4C400000346D46442C400000BC07B72C5040AE98727040603140CC7FCCA4B13F5040E127C57F7F8D2C40DC773AB6E3DF4C4001030000000100000004000000AE98727040603140CC7FCCA4B13F50400000B201F2E6344000002104424F5240EE6652D179833140F08A07CF7F405040AE98727040603140CC7FCCA4B13F504001030000000100000005000000EE6652D179833140F08A07CF7F40504001A0D3D803104240AC38F37C6EAD5040E7EEBE593EDE2C40F79C9C42F60A494075B3620290932C4072C2843837964C40EE6652D179833140F08A07CF7F4050400103000000010000000400000001A0D3D803104240AC38F37C6EAD50400000D409AF1D4B400080F8CB92255440B617ECBD9D744C408909E7321727514001A0D3D803104240AC38F37C6EAD504001030000000100000007000000B617ECBD9D744C408909E7321727514072F23798B5A74C40F832404A6D2951400000DE8EFBAA50400000E35487F44540A7292927B58F534097D7E2940BC74D40008024F9CC5A564000009B318C894A408DEA2B8CA50650403C8F8481993A4240B617ECBD9D744C408909E732172751400103000000010000000700000072F23798B5A74C40F832404A6D29514000007DA607524C40000096E8A09A5140E676D75117A356404FBCEE3B0392534000802D3695D55640008038011A505340A7292927B58F534097D7E2940BC74D40059873E324ED4E40FA6CA7800344514072F23798B5A74C40F832404A6D295140
11	01010000000080066357125640000080F17E94E03F
12	010100000000003AE1B0B6304000005286F5494440
