1	010600000003000000010300000001000000050000003101C846211E4F40B2E2F47448F738400080AEADB4E45840000008BF83D5324000007601311E32400000E0D7DFB1304000001D9166464C400000ACB0CC8032403101C846211E4F40B2E2F47448F7384001030000000100000005000000EB04208CABB4544068C23F4C30243C400080109964DD544000003E1EC44538406CF2133713D94B407757FC2A6E3A44400080177FB88554400000F2C9A62F3B40EB04208CABB4544068C23F4C30243C4001030000000100000004000000008030FD50F152400000AB62319D4140DE2E7BBBFB164D4043269BB541AB52400080E66A0DC554400080C318787A5540008030FD50F152400000AB62319D4140
2	01040000C00300000001010000C000805BCBD9F656400080B82BD0EC504000003EDBE51349400080C55B4330554001010000C00000AA91FEC349400000602ADA1F02400000E6EB28894140000080D0F69CF43F01010000C0000020C15B510E400000888722E6244000008643D4CA554000007457D9082F40
3	0103000000010000000400000000809E58563F5940000084BC34CC50400000EEAE37AC4B400080268EF07251400080E3C2EACE514000008640AC53474000809E58563F5940000084BC34CC5040
4	01010000400000919B4ED655400000B81B487E3040000008971B464E40
5	0106000040080000000103000040010000000B00000000001E69DC9C48400000216FD5C953400000219F7B794A400080B5FF7CE953400000F956634649400000F07A677D2440000084967F223840000050218D132040008054537CE75640000058DD82254F400000CB03CF9F48400000EECB71DB36400080C3401E9C5740000083498AEA4C400080CDEA412753400000D9A1FCBD4C400000206FFE0B07400080B78F37D4564000001FC0EC774D400000D5BFD4E45040000080F8221B4B400000B863BA4A4D400080FFA3AE96534000803DA70D4656400000D36F75E85540000040D697F748400000A68483CE414000009835532916400000ACC16028274000007CC25B14204000001E69DC9C48400000216FD5C953400000219F7B794A400103000040010000000400000000008999F4664E40008070E760CC55400000CB07A39C4A400000F498EEB943400000DA25255F4240000087E6FCBB4F40000036642ECB4F4000002E6E086446400000308DF50A4B4000008999F4664E40008070E760CC55400000CB07A39C4A40010300004001000000050000000080FCB8EB8157400000C639573C53400000F486DB5132400000E1BB616E49400000274932474A400080A93275F352400000D3A221DF4A4000009668A16F454000007225D7DE40400000FA449651344000008B30624558400080C7C4C81457400080FCB8EB8157400000C639573C53400000F486DB5132400103000040010000000B0000000000FBD76F4B554000809A343EBD534000002141C0CD474000003869C6CA33400000F467D31F554000008C71D8974D400000764AF4D43B400000491C6731554000002A169AFD3240000070D0EF0C2C4000005D40717F4240000009A4BB384D400000F619616249400080A413B71D594000004811D4073540000012C434E35740000079B463C64A400000974A9BF4464000800E7D2025564000000A50247E3D4000800887C40E50400000FEB5A23843400080C8382283544000006473738443400080682CE20B574000004EB4CBEB374000006B4CA53152400000CCEE3D0227400000447754013440008032116E0650400000FBD76F4B554000809A343EBD534000002141C0CD4740010300004001000000040000000000C05C4FBC10400000FF8B580745400000B52778644C4000006840DAF937400000CEB7FE8D39400000046542F12D4000006F4567E749400000785336A72240000056A41DFB40400000C05C4FBC10400000FF8B580745400000B52778644C400103000040010000000900000000003BD53E29474000802FA4EC1957400000044E11342F40000084FCACE4464000000C440DDF28400000946EB74D24400000B15888D5584000009A9B5E2C4D400000E16AD7AE58400000CEB245D43B4000005653CF9335400000258C511642400000E02B9DC1214000000F1D5B4E4E400000ECC92B5C3B40000084254D66404000004AB6A53140400000A960A56E434000002661F7664A40008057EC401F584000003D475D0548400000BE4C817E4C400000AE64DAC54240000020EF569D0E4000003BD53E29474000802FA4EC1957400000044E11342F400103000040010000000A0000000000FAC0D98C4F40000066104CCC32400000C264ABC53F400000ECAA531B5240000089AC43614A400000F675BC66584000002656CCBF314000004DF51C1546400000B4FDF46928400000FC2793C44F4000005046E04C4C4000002436D65B364000005ED9A3EF4E4000003C89FBE42B400000A8E13317344000806259E36C56400000FA8B26C341400000F97CEB214C40000011FF16A558400000B7D4C008584000002AB100E8544000004C47F6603E40000070BF4E863B400000FA854D7D354000006642B9CB54400000CE705203374000804F05026251400000FAC0D98C4F40000066104CCC32400000C264ABC53F400103000040010000000700000000007A9D83474E400080C8BCEC5652400000F87CC42233400000E8BCBAA83640008014C1FF0957400000DDF0377449400000265A82C557400000B22E43F545400000C9DCB0C1474000007C7DABAB27400080FF11300556400000361C2EDC4D400080AD03BFD752400000B46A40D745400000A49B0C8554400000B9E0211F42400000034D7FD04C400000800365B6F23F00007A9D83474E400080C8BCEC5652400000F87CC4223340
6	01060000C00900000001030000C001000000040000000000F08BD5042D4000004F43B1004B400000AEF53D3634400000346EB84F214000008035B9FA39400000371B5407474000000CED2DB82C400000B0725B401C4000007D75FBC446400000DF3F55DC58400080A5F6A82B594000009AF1961E41400000F08BD5042D4000004F43B1004B400000AEF53D3634400000346EB84F214001030000C0010000000B00000000007C0A211F354000001B699F71444000005C1341DA2A40008088C2A06352400000E5B125FA47400000FC354D2D4C400000A43929E6334000004E808E354140000020BA48BCFE3F0000D311E877434000008099170233400000A2629F2F4540000097E28F42464000003FA9B80B484000005CFC2D5145400000904CF0733540000034DE8B8A3C4000000D00E15E4B400000A9892DFB414000803499FBA25440000072FDFFBC5240000036A51B4F4640000048699E1A1E400000362CA80234400000DE20277D4D40000090EF7C2D2D400000CCC52763504000009CA0D1B54C400000BCA4C48A2C400000993E73F258400000627F8A4B4B4000006DAE41B2414000004DE685D6434000801C620D0151400000189F19CC1F40000019CC55E8554000006AF4CF5E374000006AA12FD93B4000000031740C354000000C80944A394000007C0A211F354000001B699F71444000005C1341DA2A40008088C2A063524001030000C00100000009000000000040E545074440000054D174EA504000007C143F9C244000803F477F0956400000A47D5E982240000098D70FC23F40000064F611612F400000BB4F7C0250400080BABA1AEE5040000001D81D8F584000005A9AF8FE42400000AC6A44AD2640000080EC7B0C1340000075B04C004D400080C41D3C9451400000E872DD59334000001A78388D3640000014B993BC3A400000A3E29FCF404000007E72055735400000F62DEA5454400080BAC8F040514000008C9F08824E4000002520EF2B48400000AC62B23D53400000BE37B4D2474000002D8DABED51400000D060C97F0E4000001F28772C5140000030AD5040584000804A3C3EA65140000018AFA1011F40000040E545074440000054D174EA504000007C143F9C244000803F477F09564001030000C0010000000900000000800C1FC63954400000316299F957400080384ED13D5240000094A75052274000008009DD2D25400000E73B9B0042400000ADCF64D8534000001093974D1F40008020EBC97F52400080025D0DAE56400000C8BF092D294000006C0DC1FF3E400000F3F592044E400000CC5262F03F400000C3C27CC64A4000803E696EB1554000003786E8635040000001BEFFB852400080349758C650400000E39DB2C9404000008E1B087441400000383A81E22C400000EC8C5D1423400000A6295EA35440000074B4FB895540000020E54FB42A400000EFA3AA1F49400000A4614C8A54400080EE38C8FC54400000D2D9DEFF4C40000050C0236A46400000F6AF1CED4F4000800C1FC63954400000316299F957400080384ED13D5240000094A75052274001030000C0010000000800000000004CBA8CCB30400080ED6CD8E05240000094E088BE4F4000000D9961664A40000035797AF24A400080ADE91DD45140000066DFEACB394000009F3395CE45400080A621BFF95440000069F6D5654C400000209982320540000060B4BDAE2D40000044E64AB122400080077E025B56400000C33CC01954400080C91A290F55400000782AB6C24B400000A45DCCF4294000000CA3B42432400000833CAB7D5140000048F594843640000069528B2C59400000EEE14D8F4B400000EC735EEF41400000C148C1F84840000036A5E6234240000092CBDDD132400000981401C51B4000004CBA8CCB30400080ED6CD8E05240000094E088BE4F4000000D9961664A4001030000C0010000000A000000000012CB05AB544000002CC1B1EB4D4000005661E87958400000FF6FBC974C40000080437554364000001E5C32DA4840000064A6DB28244000808D3A3B6957400080E8E513E052400000381DCCD84A400080665CFA22534000007484FB4B3F400000CA46F42B4C400080F212D2D856400000CB7B505244400000D942F96146400080B54F92B251400000866345E137400080A8B65712594000006ADB2BF1544000004903FD02454000802BF3025051400000C08B1125154000001BA813DC444000008A90A75E3740000064A5009444400080A0786AEA564000007B6D3AD34D4000002D8BEFFC4D400000EA89BAA65840000001D344E1434000005121FBD24440000000D526B94C4000001296155542400080DAC85BB55840008092BBB0F15340000012CB05AB544000002CC1B1EB4D4000005661E87958400000FF6FBC974C4001030000C0010000000A000000000070DA73A71F40000020F6EB1A5240000001BE6F6F4E4000008698BACD4E4000000DA5CCFB474000801DC0B60A57400000A0BE5DF330400000F2CA702D43400000D6F87BCF3F4000002922A8DB4E40000074A9554A204000002EAE60D84B4000007A8F57804E400080989076FA56400080BBD8AE6D58400000A2EBBA403D40008054A9C74C584000009259713743400000163EB14F4A4000000DF88FAD42400000A6958C183D40000044AEAE8B26400080CFC13F555840000018BE76B33A400000927E308449400000F0A47AFD42400000061A710955400000520AA3EC55400000A53632E84140000031AB43764F4000006A03474452400000F3B120DD45400000D6971B2C41400000D5C4FD7740400000C853DA5611400080711EF4935440000070DA73A71F40000020F6EB1A5240000001BE6F6F4E4000008698BACD4E4001030000C00100000005000000000092531449354000007410B2AA33400000E04129F54B400000F92519C0544000002EE5DCCF3B40000038C02736254000006CDB8980454000005A28B7B932400000280C3D471D4000809EA8731052400000589BABD92D40000017FB58E046400000A61E31E13740000048DFFA234A40008027A34FB652400000E43A84934140000092531449354000007410B2AA33400000E04129F54B400000F92519C0544001030000C001000000070000000000C056A996E13F0080ED5CDA8B55400080EB83FAA555400080B36C9E2C554000803F677D3852400000C27D4E6835400000FD84804F47400000B8D58879464000006AF8A34850400080690ECE3D54400080464DC37853400000D99D115E51400000B65984234F400000800078BCEF3F0080BDB256B056400000F8B06E7C54400000E2211B744C400000E9D86F3052400000B0532F8321400000F888D2E050400000F834A6852D40000032D24E7B3B400080BA5946B552400000706F28C155400000C056A996E13F0080ED5CDA8B55400080EB83FAA555400080B36C9E2C5540
7	010400004006000000010100004000002421761B2C40000029F4F4814840000077A31A18594001010000400000E643926A3140000060C8D76CF13F00001BDC5FAD504001010000400080D9FC193D564000802283F88B5840000000A8E966224001010000400000BDF263B54D4000005D3C11294840000064378EAA3440010100004000005E7EE5D8374000006C477DF7394000006E8C05B453400101000040000062D9ED0842400000DF211809434000000020F939F23F
8	01050000C00200000001020000C0040000000000C8E1514A37400000EB0F8A2E55400080A524BC15504000002C15EFFE2D4000001C3DE1C2544000008C9E5425324000007ABB97E756400000FA94600C38400080CBCDCE5D5340000095B0122E544000803E6B47DF50400000996B370B464000003AE020934A400000864C929B3840000092BFAC823540000075E90D0F4E4001020000C009000000000012230CDB564000007F09E777404000008A561B9A4A4000003027947E07400080ABEDF7E751400000548021FC3A400000154807CA4E400080A7AFEA9A5040000076243F764C400000D82743891C400000AA5258E5544000008C79D92F2D4000009247AA5832400000AC61D68421400000474F1FF1424000004040949600400000DBF05646524000009214DB704A4000001EDF9547554000007E18ACCF56400000868B0AC045400000E42270552040008049E67AED5040000060D95F3837400080CD6FF5E952400000B0E0B49825400080A766A81753400000EF02DA1059400000F597832740400000C4B65EBE41400080D3417A0B56400000FCBC37BB3640000054E0221B5140000031DA0F3144400000E2410AAB39400000FF9B35864340
9	0104000080010000000101000080000098FDDD2D51400000A00F011CF53F00001848175F4D40
10	0103000080010000000400000063B76BDD183E5640138EB0074E8551405E2FC8D4CF2A5340000092A1B61656400000006328A23E400080E9B1539D5440569E15076A6153400BB4D594388D4140507CD89BF3964E4063B76BDD183E5640138EB0074E8551405E2FC8D4CF2A5340
